Rg,Dmax,bond_mean,bond_min,bond_max,bond_std,CN,file,energy
3.3268314681945426,7.8503449150874,4.558377494831081,2.6047808374740704,7.8503449150874,1.592226526459549,6.0,350.xyz,-1557.20946
3.3302931581228705,7.8501386562093804,4.563801470794084,2.6043862031318907,7.8501386562093804,1.5919225229408709,6.0,351.xyz,-1557.196241
3.1973898643923873,7.765623047094847,4.4042201960868965,2.5714830761826772,7.765623047094847,1.4617906432371501,6.1,804.xyz,-1556.299794
3.2693657551668394,8.175367710647562,4.510108430160949,2.6181852986013845,8.175367710647562,1.4741083693361665,5.4,316.xyz,-1555.942377
3.2694243023865517,8.175524554044049,4.510189368169182,2.6181103049886256,8.175524554044049,1.4741342390262115,5.4,952.xyz,-1555.942376
3.2693308617329486,8.17542354,4.510052250584932,2.61807264,8.17542354,1.4741173770697318,5.4,918.xyz,-1555.942374
3.2694023263621195,8.17562202,4.510144190995757,2.618227928726061,8.17562202,1.4741700385256464,5.4,934.xyz,-1555.942374
3.2693463502279116,8.17532666,4.5100622530919185,2.61830714,8.17532666,1.4741593120567416,5.4,315.xyz,-1555.942373
3.2694145565764265,8.175435669999999,4.510195597910764,2.6179930096606308,8.175435669999999,1.474069330878908,5.4,958.xyz,-1555.942367
3.2696318381089315,8.176155990000002,4.510457160464287,2.6184942721403535,8.176155990000002,1.4742847272928254,5.4,959.xyz,-1555.942366
3.1630402320893483,7.484864195068233,4.380260477793147,2.579445677155183,7.484864195068233,1.3733284246255575,5.6,332.xyz,-1555.924234
3.269821312428569,8.17624534062276,4.51109973706089,2.616609150035977,8.17624534062276,1.4731972337479562,5.4,638.xyz,-1555.922577
3.2699624867785175,8.164524512910747,4.511635627172286,2.6193657275689826,8.164524512910747,1.4722103380625162,5.4,936.xyz,-1555.915122
3.269999320344641,8.164131378917359,4.511735461125897,2.6192051872241553,8.164131378917359,1.47207591336018,5.4,825.xyz,-1555.915113
3.270503626035944,8.149084989999999,4.51334908610513,2.6202491,8.149084989999999,1.4694720505468688,5.4,919.xyz,-1555.881308
3.0562120328188023,7.103309921669618,4.242461508774189,2.5776304516056285,7.103309921669618,1.293986215644972,6.1,950.xyz,-1555.845105
3.056182143408791,7.103063773006991,4.242411151643909,2.577509828387702,7.103063773006991,1.2940027832001253,6.1,947.xyz,-1555.845086
3.177568332864102,7.5448808891225765,4.379679856419499,2.58272246,7.5448808891225765,1.4443339973223852,6.1,271.xyz,-1555.796442
3.4116040202853077,9.411676155152811,4.647702498900952,2.596507785192756,9.411676155152811,1.7080582093838288,5.5,24.xyz,-1555.721965
3.116783287271231,7.885044589627152,4.3130023481123505,2.5933401192439116,7.885044589627152,1.3634636595235197,6.3,774.xyz,-1555.706711
3.1426159049809517,7.150736327717967,4.361626936762325,2.589473728277224,7.150736327717967,1.333122758674376,5.7,819.xyz,-1555.694358
3.0718743399804755,7.147840828362129,4.26214637300334,2.5827707852759536,7.147840828362129,1.3073770346340778,6.5,111.xyz,-1555.687918
3.2603920854669743,7.971684749216445,4.511768695891685,2.610777421742971,7.971684749216445,1.426157443234715,5.0,637.xyz,-1555.686437
3.1930724176251024,8.655075824180186,4.385754109066717,2.6051294667107725,8.655075824180186,1.4972022509940348,6.0,243.xyz,-1555.680568
3.0703689202386664,6.956121079575924,4.260680363908706,2.585402647234955,6.956121079575924,1.304693727366857,6.7,336.xyz,-1555.676499
3.0703743281067735,6.956108086820448,4.26069107570736,2.585525424670269,6.956108086820448,1.304685495525824,6.7,314.xyz,-1555.676499
3.0703360268792714,6.955677833730786,4.260628516627559,2.5855423812130103,6.955677833730786,1.304700110301508,6.7,319.xyz,-1555.676496
3.0702383732171663,6.956587231943863,4.260495864733954,2.584786440439102,6.956587231943863,1.3046492257012121,6.7,639.xyz,-1555.676483
3.0703537146765187,6.96101023484043,4.260655663997051,2.5851415224127794,6.96101023484043,1.304699082929872,6.7,817.xyz,-1555.676479
3.0703926478135903,6.9675006377325595,4.260694732084156,2.584288608221404,6.9675006377325595,1.3047647331914742,6.7,821.xyz,-1555.676459
3.071190044092949,6.936422249167993,4.261613883510207,2.5789890738825507,6.936422249167993,1.3057185280316652,6.3,956.xyz,-1555.674641
3.071215127311833,6.935741017716225,4.261655758136771,2.57886785,6.935741017716225,1.3057059983461965,6.3,318.xyz,-1555.674641
3.071067792076822,6.938307046924746,4.261458900824412,2.5787892597979187,6.938307046924746,1.3056184659554293,6.3,960.xyz,-1555.67464
3.0711218814616075,6.937995563972444,4.261546934600484,2.5790032099999998,6.937995563972444,1.3055988751632093,6.3,320.xyz,-1555.674627
3.071324717794557,6.9336469966113,4.261793490758311,2.57900515,6.9336469966113,1.3057996290441585,6.3,313.xyz,-1555.674617
3.071284357446649,6.934763858656353,4.261737011104967,2.578720750000003,6.934763858656353,1.3057840290576215,6.3,941.xyz,-1555.674608
3.0713570753994324,6.931911596562479,4.26183413107613,2.578975353126766,6.931911596562479,1.3058273610127327,6.3,957.xyz,-1555.674592
